Inchi_key,Smiles
HKOOXMFOFWEVGF-UHFFFAOYSA-N,NNc1ccccc1
YBSZXIUKDXSGSC-UHFFFAOYSA-N,Cc1cc(C)[n+]2nc(C)n(C)c2n1
PQJZHMCWDKOPQG-UHFFFAOYSA-N,O=C(O)C(=O)Nc1ccccc1
QPLOLKZREQUJTC-UHFFFAOYSA-N,Cc1ncn2c(N(C)C)nncc12
LYHHOFKJUMPEBV-UHFFFAOYSA-N,Cc1cc(=O)[nH]c(C2CCCNC2)n1
NBGMCAGDMQPEBF-UHFFFAOYSA-N,Cc1nc2nc(N)nc(N)c2nc1C
VTMATBHAKYANPP-UHFFFAOYSA-N,CN(C)CCCNC(=S)S
JHPVZICOKOUZCF-SNVBAGLBSA-N,CC(C)(C)[C@@]1(O)C[N+](C)(C)CCO1
JHTWYDHODRPLCW-RITPCOANSA-N,CC1=C[C@H](N)[C@H](C(=O)O)C1
JQCBHVKQBLOSBD-UHFFFAOYSA-N,N=C(N)Cc1cccc(C(=O)O)c1
RPYVIDQHSNAQAX-UHFFFAOYSA-N,C#CC1(O)CC(C)N(C)C(C)C1
GNUCLSFLDHLOBV-UHFFFAOYSA-N,NC(C(=O)O)C(O)c1cccs1
GXUAKXUIILGDKW-UHFFFAOYSA-N,COc1ccc(C(N)C(=O)O)cc1
MCWYKGGJUASALA-MROZADKFSA-N,C[C@@H](C(=O)O)[C@@H]1C[C@H]1N
QUXLCYFNVNNRBE-UHFFFAOYSA-N,Cc1cccc(N)n1
XIBUBTQSOGWALU-UHFFFAOYSA-N,CCCC1(CC)C(=O)NC(=O)NC1=O
RRJZGRCYRQRMEO-UHFFFAOYSA-N,CN(C)CCSS(=O)(=O)O
RTLDJXGEOSVJEX-UHFFFAOYSA-N,O=C(O)C(O)c1ccco1
JNCTYICYMGUAAK-UHFFFAOYSA-N,C#Cc1c(CO)cnc(C)c1O
CACLKPLCEQSUCF-UHFFFAOYSA-N,Cn1ncc2sc3nncn3c21
WICPORLNXBPBPR-UHFFFAOYSA-N,NC(=O)CCc1ccc(N)cc1
SGZFJWQQBHYNNF-UHFFFAOYSA-N,O=C1Nc2ccccc2C1O
ZSKDXMLMMQFHGW-JTQLQIEISA-N,OC[C@@H]1Cc2ccccc2CN1
VRIIGDREOCLUPJ-UHFFFAOYSA-N,CCOC(=O)NN1CC=CCC1
BNHMPHAWYKRSIF-UHFFFAOYSA-N,NC(CS)CCCCC(=O)O
OVPMVOVVCQTDEO-UHFFFAOYSA-N,CC(=O)C(=[N+]=[N-])C(=O)OC(C)(C)C#N
PTEMGJSNACOECE-UHFFFAOYSA-N,CC(=O)Nc1cc(NC(C)=O)ncn1
VQASKUSHBVDKGU-UHFFFAOYSA-N,CCC1(C)OC(=O)N(C)C1=O
OLNZOLAKUZHHFC-WDSKDSINSA-N,CCOC(=O)N[C@H]1CC[C@@H]1N
KTWYCDBFLVQSAE-UHFFFAOYSA-N,CC(=O)OCc1nnn2c1CCC2
CJQWLNNCQIHKHP-UHFFFAOYSA-N,CCOC(=O)CCS
QEESFGJMQBONPV-UHFFFAOYSA-N,C=C(NC(=O)C1CC1(C)C)C(=O)O
JASKMEUWYOXVFB-SSDOTTSWSA-N,NC[C@@H](CC(=O)O)Cc1ccco1
LTEPZFZSPZASKJ-UHFFFAOYSA-N,O=C(CCO)c1ccc(O)cc1
RHQDFWAXVIIEBN-UHFFFAOYSA-N,OCC(F)(F)F
WXPYBUNRDDNOHK-UHFFFAOYSA-N,CC1Cn2c([N+](=O)[O-])cnc2O1
STLLWMVKGSDWJT-UHFFFAOYSA-N,COc1ccccc1CNC(=N)N
OUNXXBYNOUBNPF-UHFFFAOYSA-N,Clc1ccc2nncn2n1
AKGUXECGGCUDCV-POHAHGRESA-N,NC(=O)N/N=C\c1ccccc1
JKUHZEQDSDGIBW-UHFFFAOYSA-N,CC1(C)CNC(=O)CC(C)(C)N1O
GPANNGWSSZJFPV-UHFFFAOYSA-N,O=C(O)CCCC1CCC(=O)N1
COSSAOQSSXDIQW-JGVFFNPUSA-N,C[C@H]1OC[C@@H](C[N+](C)(C)C)O1
REFCSLFSFZSHSF-UHFFFAOYSA-N,CC1(C)OC(C(=O)O)=CC1=O
IQWCBYSUUOFOMF-BENRWUELSA-N,CO/N=C(/C#N)C1CN2CCC1CC2
KNJPFVDARFWNET-IHWYPQMZSA-N,C/C=C\C(CN)CC(=O)O
NKWKQENSIQASKC-UHFFFAOYSA-N,N=C(CCl)NCCCCN
ITATYELQCJRCCK-UHFFFAOYSA-N,COC(=O)C(O)c1ccccc1
GLSUOACRAMLJIW-UHFFFAOYSA-N,C=C=CC(=O)OCC
JFCQEDHGNNZCLN-UHFFFAOYSA-N,O=C(O)CCCC(=O)O
YFYAZKRTXIUHMX-UHFFFAOYSA-N,CCCn1nnc(NC(=O)C(C)C)n1
RLHPGMQZQAPQMB-UHFFFAOYSA-N,N=C(N)Nc1ccc(O)cc1
JFHAMNVZHGKQDQ-UHFFFAOYSA-N,CCOC(=O)C1=C(C)NC(=O)NC1C
XUGCZDJCOYYMLB-RXMQYKEDSA-N,N[C@H](CC(=O)c1cccs1)C(=O)O
CNTRRBGETIJCNM-UHFFFAOYSA-N,CCCCNC(=O)OCCO
ZIRUVVYZSHKYCQ-PBKGFPTLSA-N,C/C=C/C#CC#C[C@H](O)CCO
YEEVOZHRRAHGLD-UHFFFAOYSA-N,O=C1CCC(=O)N1c1ncccn1
VLNBLDKJEZWHGP-UHFFFAOYSA-N,CC12OC1C1(O)CCCC1=CC2=O
FBOZMFXZEXWVJC-UHFFFAOYSA-N,CC(C)C1CC1(CN)c1nnn[nH]1
MBARKXJKNRDGRA-WNXMRAAYSA-N,CC/N=C(/C=N/O)N(C)C
QGNQEODJYRGEJX-UHFFFAOYSA-N,O=C1Cc2ccccc2C(=O)N1
MUBYTRYBVWQAKF-UHFFFAOYSA-N,CC1(O)C=CC(=O)C=C1
YHGDZQUUDOZXID-UHFFFAOYSA-N,N=C(N)C1OCc2ccccc2O1
BNHGNFYPZNDLAF-UHFFFAOYSA-N,N#CCC(N)=C(C#N)C#N
DZNVSQPEELWIFL-UHFFFAOYSA-N,CCn1cnc2c1C(=O)C=CC2=O
MGKKEVVRFCPKMQ-SYOAYPNSSA-N,C#CCO/N=C/[C@H]1CN2CC[C@H]1C2
QSMSJHRQUBQMKD-UHFFFAOYSA-N,CC(CO)C(C)C(=O)O
SDTFBAXSPXZDKC-UHFFFAOYSA-N,Nc1nc2ccccc2c(=O)[nH]1
FWZUNOYOVVKUNF-UHFFFAOYSA-N,C=CCOC(C)=O
DUKLUIAXHKCMQI-UHFFFAOYSA-N,O=C(O)C(Cl)(Cl)C(=O)O
CKFCYMDUKBIIHV-UHFFFAOYSA-N,CN(C)CCOC(=O)N(C)C
RYQHXWDFNMMYSD-UHFFFAOYSA-O,C[n+]1ccc(/C=N/O)cc1
MBGUEYZJLORBNG-UHFFFAOYSA-N,CCCOC(=O)C1(C)C=CC=[N+]1[O-]
DPGGDVPPQMXEOF-UHFFFAOYSA-N,Cn1cnc([N+](=O)[O-])c1S
BLKTWYUKESHQDJ-QMMMGPOBSA-N,CCNCC(=O)N1CCC[C@H]1C#N
AZBOTYZVVSPOGY-DTWKUNHWSA-N,Cc1cc([C@H]2C[C@H](CO)CN2C)on1
CVALVQJZQFHELD-UHFFFAOYSA-N,CC(=O)OC[n+]1ccccc1
JJDMKDXGNVJWCD-UHFFFAOYSA-N,NC(=O)c1cccc2[nH]cnc12
DAKDWRYLIPLFNB-UHFFFAOYSA-N,N#Cc1ccc(C(=O)NO)cc1
FYMKTGYXMFIGTR-UHFFFAOYSA-N,CCNCCCNCCCNCC
RVQKKYXTHSVLLB-UHFFFAOYSA-N,NCCn1ncc2ccc(O)cc21
CWSXPZYRFGYVBO-ZETCQYMHSA-N,CC(C)C[C@H](CN)Cc1nnn[nH]1
RWCIPYZWXPUGRM-UHFFFAOYSA-N,CCP(=O)(O)CCCN
WKBXDYPKIPBECR-UHFFFAOYSA-N,NCC1OCc2c1ccc(O)c2O
YSCJJOXSVFNSPY-UHFFFAOYSA-N,O=[N+]([O-])c1cccc(C2=NCCN2)c1
BPFXQVPDQWEYFA-YUMQZZPRSA-N,Cn1ncc([C@H]2CN3CC[C@H]2C3)n1
CNTKQZXDAYRFBY-UHFFFAOYSA-N,O=c1cc(O)c2ccc(O)c(O)c2o1
NTVVAXXCLZJWPT-UHFFFAOYSA-N,Nc1ccc(CC2=NCCN2)cc1
MVIPFBVXMASPHV-UHFFFAOYSA-N,CCC(CN)CC(=O)O
QWPCKAAAWDCDCW-VKHMYHEASA-N,N[C@@H](CCSN=O)C(=O)O
GCTMBEAVSLUTAW-UHFFFAOYSA-N,Nc1ccc2[nH]c(=O)cnc2c1
UQOFGTXDASPNLL-HLTSFMKQSA-N,C[C@H]1O[C@@H](C[N+](C)(C)C)C[C@@H]1O
DYUMBFTYRJMAFK-UHFFFAOYSA-N,N#Cc1ccc[nH]c1=O
HWJHRPKZRZGNDH-UHFFFAOYSA-N,CC(C)(C)NC(=O)NO
HYPMQJSKHPUPFW-UHFFFAOYSA-N,COC(=O)N1CCN=C1SC
PYKHJSHBCGXOGW-SREVYHEPSA-N,C/C(CCN(C)C)=N/O
WYHYNUWZLKTEEY-QDNHWIQGSA-N,[2H]C1C(C(=O)O)C([2H])C1C(=O)O
ZOULUQNTQXNCKL-RKDXNWHRSA-N,NCC[C@H]1CCC[C@H](CCN)N1
UHLKYVNSNIWKGX-UHFFFAOYSA-N,N=C(N)Nc1cccnc1
SDXKNLVFKYSEAE-UHFFFAOYSA-N,CCCNCCCCNC(C)=O
BVOLUTNLKJMNSA-UHFFFAOYSA-N,NC(=O)NN=C1CCn2cccc21
ZOQXZSBVIOSOGM-UHFFFAOYSA-N,O=C1CCCN1CC#CCN1CCC1
HURFIFVKMMRHHO-UHFFFAOYSA-N,COc1ccc(O)c(CN)c1
IOMZCWUHFGMSEJ-UHFFFAOYSA-N,NNc1ccc(S(=O)(=O)O)cc1
ABQHLJFPKHMBRJ-XFSBKJJWSA-N,O=C(O)/C(=N/O)C(F)(F)F
LOESLMDNPQYFOG-UHFFFAOYSA-N,O=C(O)CCc1ncc[nH]1
ZIPKWPPCKXBHEO-YFKPBYRVSA-N,N[C@H](CS)CCCC(=O)O
YEINQAJIPMWJID-UHFFFAOYSA-N,Cc1cc(C(=O)O)c(O)c(CO)n1
VIDVRVQOCVNHJG-UHFFFAOYSA-N,CN(C)C(=O)OCc1n(C)cc[n+]1C
UJLMQYCGYGVEFV-ZJUUUORDSA-N,O=C(CC1CC1)N1C[C@H]2CCN[C@H]2C1
KWHFVHRLIRLOLD-UHFFFAOYSA-N,CC(C(=O)O)C1SC(=O)NC1=O
VREWEZFRKMWHEA-UHFFFAOYSA-N,O=C(c1c[nH]cn1)C1CCNCC1
FEVIBJLRLZJFOR-UHFFFAOYSA-N,Cc1ccc(NC(=N)N)nc1
CDMPVNKBFKEZMV-UHFFFAOYSA-N,CCS(=O)(=O)c1nonc1C
CTSBUHPWELFRGB-VIFPVBQESA-N,O=C(O)[C@H](CO)NCc1ccccc1
FVIOLJXJPWNFRB-UHFFFAOYSA-N,Cc1nccnc1N(C)C
YYZCEOGYVYXDPC-YHYXMXQVSA-N,C/C(=N/NC(N)=S)c1ccc[nH]1
PVXJBKOQPCPILX-UHFFFAOYSA-N,COc1cccc(OCC(O)CO)c1
ZFPGARUNNKGOBB-UHFFFAOYSA-N,CCN1CCCC1=O
PMVJGZGFFBJYLQ-UHFFFAOYSA-N,O=C(CNOCc1ccccc1)NO
RRJOGGGKSTVZGQ-UHFFFAOYSA-N,N=C(N)NCc1ccc(O)cc1
SQPJPMMCBPDNJN-WCBMZHEXSA-N,CC(C)=C[C@H](O)[C@H](O)C1=CC(=O)OC1
WFIWHFWPQQSJDD-UHFFFAOYSA-N,NC(=O)c1c(O)cccc1O
GVOOYVOZPRROMP-SSDOTTSWSA-N,Fc1ncccc1OC[C@H]1CCN1
FZLIGRQKDXWIEQ-UHFFFAOYSA-N,Cc1cc(O)cc(=O)n1C
XLYMOEINVGRTEX-ONEGZZNKSA-N,CCOC(=O)/C=C/C(=O)O
PENAWPNXAHVARH-UHFFFAOYSA-N,CNC(=N)Nc1ccc(C(=O)O)cc1
RKBQPUFPJRCJKE-UHFFFAOYSA-N,Cc1c(N)cc(N)cc1C(=O)O
NVZINPVISUVPHW-UHFFFAOYSA-N,Cc1cccc(S(N)(=O)=O)c1
ONYIKZRNXOSDCH-DJWKRKHSSA-N,Cc1noc(/C=N\O)n1
YYUALTZHLJSXFR-UHFFFAOYSA-N,CC1CCC(=O)N1CC#CCN(C)C
OYYKDTUIUXKOQS-UHFFFAOYSA-N,N=C(N)Nc1ncccc1[N+](=O)[O-]
OCOHIHUGGMQQMV-UHFFFAOYSA-N,CCc1ccc(C(N)=O)cn1
DYVQTUZCXQZYGL-UHFFFAOYSA-N,O=C1CCCC(=O)C1C(=O)C1CC1
VLLNDFLBLMNWOM-UHFFFAOYSA-N,Cc1nnc(C23CCN(CC2)C3)o1
WWKWWGIKNDEUJE-UHFFFAOYSA-N,Nc1nc(=O)[nH]c2sccc12
JMWRIQIIDLNILM-RQJHMYQMSA-N,C=CC[C@H]1CN[C@H](C(=O)O)C1
AXRCJZJVVZUOHN-UHFFFAOYSA-N,O=C(O)c1ccc2c(c1)no[n+]2[O-]
JNGWGQUYLVSFND-UHFFFAOYSA-N,CC1(c2ccccc2)NC(=O)NC1=O
XLYBWYJEEHPZMQ-UHFFFAOYSA-N,Nn1c(S)nnc1-c1ccco1
ZLAAPNRAYFZHNK-UHFFFAOYSA-N,CNC(=O)Nc1ccccn1
DNJFTXKSFAMXQF-UHFFFAOYSA-N,CN1CCC=C(C(=O)O)C1
AAQCEQKLOPOEPG-UHFFFAOYSA-N,c1ccc(-c2cnn3nnnc3n2)cc1
QNEXFJFTGQBXBJ-UHFFFAOYSA-N,CC(COc1ccccc1)NN
PLIKAWJENQZMHA-UHFFFAOYSA-N,Nc1ccc(O)cc1
XPAWJQUCISBPJW-ONNFQVAWSA-N,C/C=N/OCC(O)CNC(C)C
NEQGOOOOLVHDDF-UHFFFAOYSA-N,CN(C)C(=O)N(CCCl)N=O
QWVNYYTZIQWSRS-UHFFFAOYSA-O,CCCC[N+](C)(C)CC(=O)O
BELUKKYRXNKAEK-VIFPVBQESA-N,CN1CCC[C@H]1COc1cnccn1
AOIHJKREJFPKDL-BYPYZUCNSA-N,N[C@H](CS)CCC(=O)O
HGCAUCAWEADMPM-RXMQYKEDSA-N,CC(C)C[C@H](N)P(=O)(O)O
CLTMYNWFSDZKKI-UHFFFAOYSA-N,NCc1ccccc1C(=O)O
NUPZIDZMIWEQNX-VHSXEESVSA-N,CC[C@H]1COC[C@@H](C[N+](C)(C)C)O1
VHNQIURBCCNWDN-UHFFFAOYSA-N,Nc1cccc(N)n1
CSISQILZUHMAJB-UHFFFAOYSA-N,COc1ccc(C(=N)N)cc1
SDYOVMHXYNKROV-UHFFFAOYSA-N,Cn1ncc(C(=O)O)c1Cl
OIRUKBOUGSUYNE-UHFFFAOYSA-N,CCc1c(C)[n+]([O-])c2c([n+]1[O-])CCC2
OAXIKPHHQBZTRO-UHFFFAOYSA-N,Cc1cc(C)n2nnnc2c1C#N
JZKXXXDKRQWDET-UHFFFAOYSA-N,NC(Cc1cccc(O)c1)C(=O)O
GOILPRCCOREWQE-UHFFFAOYSA-N,COc1ncnc2nc[nH]c12
HDLWINONZUFKQV-QMMMGPOBSA-N,O=C([C@@H]1CCCN1)N1CCCC1
QLPVTIQQFGWSQQ-UHFFFAOYSA-N,NCCC(=O)c1ccccc1N
SILNNFMWIMZVEQ-UHFFFAOYSA-N,O=c1[nH]c2ccccc2[nH]1
WBLPIVIXQOFTPQ-UHFFFAOYSA-N,CCCC1OC1(CC)C(N)=O
ZHHCLIRTNOSAPB-UHFFFAOYSA-N,CCC(C)N1CCNCC1
UNFHOAZOCIELCW-UHFFFAOYSA-N,O=C1CC(=O)Nc2ccccc2N1
LRCXRAABFLIVAI-UHFFFAOYSA-N,NCC(O)c1cccc(O)c1
GTCCGKPBSJZVRZ-UHFFFAOYSA-N,CC(O)CC(C)O
UPSSEYSCZSETBN-UHFFFAOYSA-N,C[S+]([O-])CC(=O)c1ccncc1
ONDNDTMAYANFKN-LURJTMIESA-N,NCCCC[C@H](N)CS
XNLCXLPLUFBBQX-UHFFFAOYSA-O,CC(C)[N+](C)(C)CC(=O)O
KGVWWFCEYXERAE-UHFFFAOYSA-N,C=CC[N+](C)(C)C
XWHHYOYVRVGJJY-MRVPVSSYSA-N,N[C@H](Cc1ccc(F)cc1)C(=O)O
SIYFLNPSVXWXGY-UHFFFAOYSA-N,O=C1CCN(C(=O)C(Cl)Cl)N1
NXTJGIBOVGESBV-UHFFFAOYSA-N,O=C(O)CNC(=O)c1cccs1
KWETYTFGFLMCQO-KSUZBYAFSA-N,C[C@H](O)/C=C(/C=C/[C@H](C)O)CO
JIWAGFGPBKDFQN-UHFFFAOYSA-N,CC1CN(N=O)CC(C)N1N=O
SOPASBFWKHVOQL-UHFFFAOYSA-N,CNCC(O)c1ccc(F)c(O)c1
LGEXGKUJMFHVSY-UHFFFAOYSA-N,CNc1nc(NC)nc(NC)n1
NRMZSBDXMQBQSP-UHFFFAOYSA-N,CCCCNc1cc(N)nc(=O)[nH]1
DXUWUHDVNDSMPT-UHFFFAOYSA-N,CNC(=O)c1c(C)noc1C
DRVCEVBLUHRJSO-DTWKUNHWSA-N,C[N+](C)(C)C[C@H]1CC[C@@H](O)C1
KUDUQBURMYMBIJ-UHFFFAOYSA-N,C=CC(=O)OCCOC(=O)C=C
MHMSTPWWRMNOQQ-UHFFFAOYSA-N,O=C(CNCc1ccccc1)NO
HFIMLFRJUJSWHZ-SEZDTBSWSA-N,C[C@@H]1C[C@H]1C(=O)N1CC2CNCC2C1
VCLPIANZRDFFDO-UHFFFAOYSA-N,CCCCNC(=O)CCCN
GNICYWBQFNWTEP-KPKJPENVSA-N,C/C(=N\O)C(=O)NCc1ccncc1
VIVLBCLZNBHPGE-UHFFFAOYSA-N,COCCCN(C)C
WAQXCJDLNSZZSS-UHFFFAOYSA-N,Nc1cc(-n2cccn2)ncn1
YVPMIGCVKYQACC-UHFFFAOYSA-N,CC1CN=C(N)C1C
SVKOUMMNDQKYPA-XVMARJQXSA-N,C[C@H]1C[C@@H]2CN[C@H](C1)O2
YNYAYWLBAHXHLL-UHFFFAOYSA-N,COc1cc(C(O)CN)ccc1O
VTMJKPGFERYGJF-UHFFFAOYSA-N,NC(C(=O)O)c1ccc(C(=O)O)cc1
YRGYYQCOWUULNF-UHFFFAOYSA-N,Cc1cc(O)[nH]c(=O)c1C#N
ANPBNAUKOUYEGJ-UHFFFAOYSA-N,CS(=O)(=O)c1ccc(C(=N)N)cc1
ONFMFRKYPWSNLG-KXUCPTDWSA-N,C[C@@H]1O[C@H](C[N+](C)(C)C)CO[C@@H]1C
CNYPMMIFPKZDGI-UHFFFAOYSA-N,Cc1nnn(C23CCCN(CC2)C3)n1
ZVXQITNIMKKBBE-UHFFFAOYSA-N,c1nc(NC2CC2)c2nc[nH]c2n1
OALGJRFKRSTPTN-UHFFFAOYSA-N,O=c1cc2c(n[nH]1)CCCO2
PFBNSWWZXGYJSV-HYXAFXHYSA-N,CCOC(=O)/C=C\n1ccnc1
SFRKFKTUSAUZMI-UHFFFAOYSA-N,CC1CC(=O)N2CCSC2=N1
NAGJZTKCGNOGPW-UHFFFAOYSA-N,OP(O)(=S)S
SZKGBSCQYWWPMO-UHFFFAOYSA-N,CC1(C)NCCN2C(=O)CSC21
UQIOCSKMYXCWPN-UHFFFAOYSA-N,N=C(N)NC(=O)NCc1ccccc1
IWHMHIGCZDANJP-BQBZGAKWSA-N,COC1=NO[C@H]([C@@H]2CCCN2)C1
GJJPLKJBULCRQI-UHFFFAOYSA-O,O=C(O)C[n+]1ccccc1
CSYZCWLVFOWQRK-UHFFFAOYSA-N,O=C1NCCc2cc(O)c(O)cc21
UAQVHNZEONHPQG-ZETCQYMHSA-N,C[C@H](NC(=O)c1ccccc1)C(=O)O
GCCITEYZWDUSEN-UHFFFAOYSA-N,Cc1[nH]nc(C(=O)O)c1F
IXVPCJUAKDVYKX-UHFFFAOYSA-N,O=C(O)C(=O)c1ccco1
MBRFGGHJIHPHGK-UHFFFAOYSA-N,c1cncc(C2=NCCN2)c1
CLUWOWRTHNNBBU-UHFFFAOYSA-N,CSCCC=O
WZANXVXLOKIMAM-SSDOTTSWSA-N,N[C@@H]1Cc2cccc3[nH]c(=O)n(c23)C1
GSFLSJRVNIXWKZ-UHFFFAOYSA-N,CC(Oc1ccccc1)C(=O)NN
QKCNMYZGZIKYHA-UHFFFAOYSA-N,CCc1nnc(S)[nH]1
RMGQCZQEHAVQDV-COBSHVIPSA-N,CNC(=O)O[C@@H]1CN2CCC1C2
HAWLEDDGXGWVSH-UHFFFAOYSA-N,CC(C)CC(N)[PH](=O)O
SAYAVQYFEUOMBG-HACHORDNSA-N,CN1CCC2CC1C[C@@H](O)C2
ROZCUVMFXOURIS-UHFFFAOYSA-N,NS(=O)(=O)CCc1ccccc1
LBZUJSQLLVDWDQ-UHFFFAOYSA-N,CN(C)CCNC(=O)c1ccccc1
CEPDWEWFQRUWPP-UHFFFAOYSA-N,COC(=O)Cc1ccc(O)c(N)c1
SRDQSYZOPRMHHM-UHFFFAOYSA-N,Cc1c(C)[n+]([O-])c2ccccc2[n+]1[O-]
YAJRWHPHVXTDOV-UHFFFAOYSA-N,N#Cc1ccc(NC(=O)CF)cn1
IBGNUSRLIIGHBS-UHFFFAOYSA-N,NC(=O)c1nnc(Cl)s1
ZFHFDZCWLKLJPP-SCSAIBSYSA-N,C=C1C(=O)OC[C@H]1C
OEEPAVHGOFHGOB-UWTATZPHSA-N,O=C(O)[C@H]1CS1
XREUWQRXKYLCEK-UHFFFAOYSA-N,Cc1nn(O)cc1C1CCNCC1
QSEALXFPOAYSEI-UHFFFAOYSA-N,O=c1[nH]nc(Cc2ccccc2)o1
YCOFRPYSZKIPBQ-UHFFFAOYSA-N,C=C(C)C1(O)OC(=O)C=C1OC
ULHLQCLIZGYXEV-JTQLQIEISA-N,C[N+](C)(C)[C@H](C(=O)[O-])c1ccccc1
DVJDVAAMNXVEST-UHFFFAOYSA-N,Cn1nncc1C1CN2CCC1CC2
DUOJRBRFWMBOOS-UHFFFAOYSA-N,Cc1ccnc(SCC(N)=O)n1
JKLZCQWVERBDEZ-UHFFFAOYSA-N,CN1C(=O)CSC1=S
BEPNJPZENSWTLL-UHFFFAOYSA-N,CC1=C(C)C(=O)c2nn(C)nc2C1=O
UHGRVODUKSZAKV-UHFFFAOYSA-N,NCCCCSCCCN
CYHOMWAPJJPNMW-DHBOJHSNSA-N,CN1[C@@H]2CC[C@H]1CC(O)C2
UGYXPZQILZRKJJ-UHFFFAOYSA-N,Cc1nc[nH]c1CCN
WBIAZONFXLIADH-UHFFFAOYSA-N,CCOC(=O)P(=O)(O)O
FSHFDVYLIXYUED-UHFFFAOYSA-N,CC(C)C[N+]1(CCO)CC1
VLPSTMLLXBVEAF-MRVPVSSYSA-N,CN1CCC[C@@H]1c1cc(CO)no1
BYWPUNIXQZJWRS-AIGBEWNKSA-N,C[C@H]1[C@H]2OC[C@@H]3[C@@H]1C[C@H](O)[C@@]3(C)O2
VTFVJLCBMVBAPX-UHFFFAOYSA-N,Cn1ccc(=O)n2nccc12
XHWKNGLLYBNSBG-MQWKRIRWSA-N,CCC1CC(=O)N([C@@H](CC)C(N)=O)C1
TVVRFUOKLKGUKT-UHFFFAOYSA-N,O=C1c2ccccc2C(=O)C2OC12
IKQCSJBQLWJEPU-UHFFFAOYSA-N,O=S(=O)(O)c1cc(O)ccc1O
KXWIXAUYMFNOKC-UHFFFAOYSA-N,COCCNc1ncnc2nc[nH]c12
NZNPMUUOXMZCBF-UHFFFAOYSA-N,O=C(O)CCn1nnc2ccccc21
APFSBOCBNKHACW-WDSKDSINSA-N,C=CC[C@@H](C[C@H](N)C(=O)O)C(=O)O
NYYQBSUCPHNFQS-UHFFFAOYSA-N,COc1cc(=O)oc(CO)c1C
